filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,109,216,138,250,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,111,236,138,269,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,157,316,179,333,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,tree,138,316,157,333,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,rock,119,119,143,139,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,rock,194,118,215,140,29
Screenshot_20220630-223155_Crossy Road.jpg,291,333,rock,194,248,221,271,29
Screenshot_20220701-151505_Crossy Road.jpg,291,333,stump,123,127,138,144,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,duck,171,229,189,252,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,87,109,114,143,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,64,116,86,142,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,28,103,60,142,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,10,21,36,49,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,91,24,113,47,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,113,16,142,47,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,car,151,136,202,168,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,car,97,191,137,222,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,car,182,210,234,245,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,194,171,217,198,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,car,141,247,182,277,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,261,282,284,316,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,tree,218,229,242,255,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,car,1,10,50,38,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,light on,145,283,173,320,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,rail,121,292,291,315,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,rail,114,275,291,297,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,truck,82,33,167,76,30
Screenshot_20220701-151505_Crossy Road.jpg,291,333,light off,146,266,172,299,30
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,74,116,126,147,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,119,135,176,163,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,144,154,184,181,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,174,190,225,221,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,162,264,213,296,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,truck,244,243,291,276,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,truck,112,291,174,331,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,138,324,151,333,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,115,226,137,250,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,222,206,243,233,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,270,281,291,307,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,63,72,88,103,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,30,59,59,102,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,14,60,34,83,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,12,78,35,103,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,tree,33,51,59,79,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,rock,142,213,168,237,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,duck,171,227,189,251,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,rock,221,287,245,311,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,137,40,179,71,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,coin,125,57,140,69,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,1,22,43,52,31
Screenshot_20220701-151823_Crossy Road.jpg,291,333,car,1,44,21,63,31
Screenshot_20220630-222955_Crossy Road.jpg,291,333,water,123,289,291,304,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,lilypad,150,290,168,305,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,lilypad,175,290,196,305,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,238,278,268,310,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,220,236,242,262,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,220,162,245,186,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,89,230,113,263,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,80,143,111,188,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,89,125,111,150,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,118,125,138,151,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,33,118,59,149,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,38,12,62,38,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,tree,119,12,139,37,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,36,87,86,119,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,181,107,227,135,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,116,145,156,173,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,44,31,99,61,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,truck,13,38,100,79,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,rock,122,298,142,319,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,117,1,159,27,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,light off,150,68,176,105,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,rail,15,78,199,104,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,183,218,241,247,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,car,171,200,222,229,32
Screenshot_20220630-222955_Crossy Road.jpg,291,333,duck,171,237,189,261,32
Screenshot_20220701-151542_Crossy Road.jpg,291,333,water,40,123,243,198,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,rail,118,286,291,306,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,rail,128,304,253,325,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,train,182,263,262,304,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,car,129,257,182,290,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,car,92,220,138,251,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,car,141,184,193,215,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,duck,172,223,193,247,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,tree,189,231,216,265,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,tree,238,224,269,263,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,rock,221,243,247,267,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,tree,39,16,62,42,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,truck,1,43,47,84,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,car,124,73,165,101,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,89,124,147,138,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,115,143,173,157,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,58,162,109,178,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,95,181,152,194,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,125,162,204,175,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,211,143,248,156,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,log,187,179,245,193,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,light off,146,294,173,330,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,light off,146,276,171,309,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,tree,10,29,34,52,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,car,143,3,182,28,33
Screenshot_20220701-151542_Crossy Road.jpg,291,333,tree,15,83,38,111,33
